#Lookup table
#Automatically created on 13 July 2021 at 17:15:51

	30	40	50	60	70	80	90	100
30	2.042	2.086	2.138	2.191	2.228	2.234	2.198	2.122	
40	2.067	2.112	2.165	2.22	2.259	2.261	2.213	2.118	
50	2.128	2.172	2.224	2.277	2.313	2.307	2.241	2.118	
60	2.189	2.227	2.27	2.317	2.346	2.331	2.249	2.104	
70	2.209	2.238	2.272	2.312	2.337	2.319	2.234	2.084	
80	2.179	2.203	2.235	2.274	2.303	2.291	2.218	2.081	
